Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RxBt(V),Curr(A),Capa(mAh),Ptch(rad),Roll(rad),Yaw(rad),GPS,GSpd(kmh),Hdg(°),Alt(m),VSpd(m/s),FM,Sats,TxBat(V),Rud,Ele,Thr,Ail
2024-09-15,15:10:38.000,-37,-41,100,14,15.66,55.1,564,0.2333,2.6180,5.4978,42.066613 -94.849127,67.5,315,18.0,-1.50,ACRO,12,7.8,12,140,740,1571
2024-09-15,15:10:39.000,-38,-40,100,14,15.55,58.5,580,0.5250,1.9635,5.6941,42.066606 -94.849138,70.6,326,16.5,-1.50,ACRO,12,7.8,48,315,765,1178
2024-09-15,15:10:40.000,-39,-40,100,14,15.48,61.8,597,0.8167,1.3090,5.8905,42.066599 -94.849170,73.8,338,15.0,-1.50,ACRO,12,7.8,73,490,790,785
2024-09-15,15:10:41.000,-39,-41,100,14,15.47,65.1,615,1.1083,0.6545,6.0868,42.066593 -94.849217,76.9,349,13.5,-1.50,ACRO,12,7.8,80,665,815,393
2024-09-15,15:10:42.000,-40,-42,100,14,15.42,72.5,635,0.0000,0.0000,0.0000,42.066694 -94.849273,105.0,0,25.0,11.50,ACRO,12,7.8,67,0,1024,0
2024-09-15,15:10:43.000,-41,-43,100,14,15.46,75.2,656,-0.7376,0.0826,0.0000,42.066689 -94.849209,101.5,0,23.2,-1.78,ACRO,12,7.8,38,-443,1012,50
2024-09-15,15:10:44.000,-42,-44,100,14,15.48,73.9,677,-1.3291,0.1379,0.0000,42.066674 -94.849159,91.8,0,18.2,-4.99,ACRO,12,7.8,-1,-797,935,83
2024-09-15,15:10:45.000,-43,-45,100,14,15.45,68.8,696,-1.6574,0.1476,0.0000,42.066652 -94.849131,77.8,0,11.0,-7.22,ACRO,12,7.8,-39,-994,822,89
2024-09-15,15:10:46.000,-43,-46,100,14,15.40,61.1,713,-1.6574,0.1084,0.0000,42.066628 -94.849131,62.2,0,4.0,-7.01,ACRO,12,7.8,-68,-994,698,65
2024-09-15,15:10:47.000,-43,-46,100,14,15.38,52.1,727,-1.3291,0.0334,0.0000,42.066606 -94.849159,48.2,0,4.0,0.00,ACRO,12,7.8,-80,-797,585,20
2024-09-15,15:10:48.000,-43,-46,100,14,15.41,43.7,739,-0.7376,-0.0527,0.0000,42.066591 -94.849209,38.5,0,4.0,0.00,ACRO,12,7.8,-72,-443,508,-32
2024-09-15,15:10:49.000,-43,-45,100,14,15.46,37.5,750,-0.0000,-0.1214,0.0000,42.066586 -94.849273,35.0,0,4.0,0.00,ACRO,12,7.8,-47,0,480,-73
2024-09-15,15:10:50.000,-42,-44,100,14,15.48,43.7,762,0.7376,-0.1498,0.0000,42.066591 -94.849336,38.5,0,4.0,0.00,ACRO,12,7.8,-11,443,508,-90
2024-09-15,15:10:51.000,-41,-43,100,14,15.43,52.1,776,1.3291,-0.1288,0.0000,42.066606 -94.849386,48.2,0,4.0,0.00,ACRO,12,7.8,29,797,585,-77
2024-09-15,15:10:52.000,-41,-42,100,14,15.31,61.1,793,1.6574,-0.0651,0.0000,42.066628 -94.849414,62.2,0,4.0,0.00,ACRO,12,7.8,61,994,698,-39
2024-09-15,15:10:53.000,-40,-41,100,14,15.17,68.8,813,1.6574,0.0201,0.0000,42.066652 -94.849414,77.8,0,11.0,7.01,ACRO,12,7.8,78,994,822,12
2024-09-15,15:10:54.000,-39,-40,100,14,15.07,73.9,833,1.3291,0.0987,0.0000,42.066674 -94.849386,91.8,0,18.2,7.22,ACRO,12,7.8,77,797,935,59
2024-09-15,15:10:55.000,-38,-40,100,14,15.04,75.2,854,0.7376,0.1446,0.0000,42.066689 -94.849336,101.5,0,23.2,4.99,ACRO,12,7.8,56,443,1012,87
2024-09-15,15:10:56.000,-38,-41,99,14,15.22,48.4,867,0.1500,-0.7000,1.5708,42.066865 -94.849273,55.0,90,18.0,-5.22,ACRO,12,7.8,22,90,640,-420
2024-09-15,15:10:57.000,-37,-41,99,14,15.25,48.4,881,0.1500,-0.7000,1.9015,42.066853 -94.849174,55.0,109,18.0,0.00,ACRO,12,7.8,-18,90,640,-420
2024-09-15,15:10:58.000,-37,-42,99,14,15.23,48.4,894,0.1500,-0.7000,2.2322,42.066818 -94.849086,55.0,128,18.0,0.00,ACRO,12,7.8,-53,90,640,-420
2024-09-15,15:10:59.000,-38,-44,99,14,15.16,48.4,908,0.1500,-0.7000,2.5629,42.066763 -94.849019,55.0,147,18.0,0.00,ACRO,12,7.8,-75,90,640,-420
2024-09-15,15:11:00.000,-38,-45,99,14,15.06,48.4,921,0.1500,-0.7000,2.8936,42.066695 -94.848979,55.0,166,18.0,0.00,ACRO,12,7.8,-79,90,640,-420
2024-09-15,15:11:01.000,-39,-46,99,14,15.00,48.4,935,0.1500,-0.7000,3.2243,42.066621 -94.848971,55.0,185,18.0,0.00,ACRO,12,7.8,-63,90,640,-420
2024-09-15,15:11:02.000,-40,-46,99,14,15.00,48.4,948,0.1500,-0.7000,3.5550,42.066550 -94.848995,55.0,204,18.0,0.00,ACRO,12,7.8,-32,90,640,-420
2024-09-15,15:11:03.000,-41,-46,99,14,15.04,48.4,962,0.1500,-0.7000,3.8857,42.066488 -94.849050,55.0,223,18.0,0.00,ACRO,12,7.8,7,90,640,-420
2024-09-15,15:11:04.000,-41,-46,99,14,15.08,48.4,975,0.1500,-0.7000,4.2163,42.066442 -94.849128,55.0,242,18.0,0.00,ACRO,12,7.8,44,90,640,-420
2024-09-15,15:11:05.000,-42,-45,99,14,15.06,48.4,988,0.1500,-0.7000,4.5470,42.066418 -94.849223,55.0,261,18.0,0.00,ACRO,12,7.8,71,90,640,-420
2024-09-15,15:11:06.000,-43,-44,99,14,14.98,48.4,1002,0.1500,-0.7000,4.8777,42.066418 -94.849322,55.0,279,18.0,0.00,ACRO,12,7.8,80,90,640,-420
2024-09-15,15:11:07.000,-43,-43,99,14,14.88,48.4,1015,0.1500,-0.7000,5.2084,42.066442 -94.849417,55.0,298,18.0,0.00,ACRO,12,7.8,70,90,640,-420
2024-09-15,15:11:08.000,-43,-42,99,14,14.82,48.4,1029,0.1500,-0.7000,5.5391,42.066488 -94.849496,55.0,317,18.0,0.00,ACRO,12,7.8,42,90,640,-420
2024-09-15,15:11:09.000,-43,-41,99,14,14.83,48.4,1042,0.1500,-0.7000,5.8698,42.066550 -94.849550,55.0,336,18.0,0.00,ACRO,12,7.8,5,90,640,-420
2024-09-15,15:11:10.000,-43,-41,99,14,14.87,48.4,1056,0.1500,-0.7000,6.2005,42.066621 -94.849575,55.0,355,18.0,0.00,ACRO,12,7.8,-34,90,640,-420
2024-09-15,15:11:11.000,-42,-40,99,14,14.90,48.4,1069,0.1500,-0.7000,0.2480,42.066695 -94.849566,55.0,14,18.0,0.00,ACRO,12,7.8,-65,90,640,-420
2024-09-15,15:11:12.000,-42,-41,99,14,14.88,48.4,1083,0.1500,-0.7000,0.5787,42.066763 -94.849526,55.0,33,18.0,0.00,ACRO,12,7.8,-79,90,640,-420
2024-09-15,15:11:13.000,-41,-42,99,14,14.80,48.4,1096,0.1500,-0.7000,0.9094,42.066818 -94.849459,55.0,52,18.0,0.00,ACRO,12,7.8,-75,90,640,-420
2024-09-15,15:11:14.000,-40,-43,99,14,14.71,48.4,1109,0.1500,-0.7000,1.2401,42.066853 -94.849371,55.0,71,18.0,0.00,ACRO,12,7.8,-51,90,640,-420
2024-09-15,15:11:15.000,-39,-43,100,14,14.63,52.4,1124,0.4000,0.0000,4.7124,42.066640 -94.849273,60.0,270,6.0,-12.00,ACRO,12,7.8,-16,240,680,0
2024-09-15,15:11:16.000,-38,-45,99,14,14.60,58.2,1140,0.3844,0.0236,4.7124,42.066640 -94.849481,71.7,270,6.2,0.23,ACRO,12,7.8,24,231,774,14
2024-09-15,15:11:17.000,-38,-46,99,14,14.60,63.8,1158,0.3691,0.0452,4.7124,42.066640 -94.849685,83.2,270,6.5,0.23,ACRO,12,7.8,57,221,865,27
2024-09-15,15:11:18.000,-38,-47,98,14,14.60,69.2,1177,0.3546,0.0627,4.7124,42.066640 -94.849878,94.0,270,6.7,0.22,ACRO,12,7.8,77,213,952,38
2024-09-15,15:11:19.000,-38,-47,97,14,14.55,74.1,1198,0.3412,0.0746,4.7124,42.066640 -94.850056,104.1,270,6.9,0.20,ACRO,12,7.8,78,205,1024,45
2024-09-15,15:11:20.000,-39,-47,97,14,14.44,78.5,1219,0.3293,0.0798,4.7124,42.066640 -94.850216,113.0,270,7.1,0.18,ACRO,12,7.8,60,198,1024,48
2024-09-15,15:11:21.000,-39,-46,96,14,14.32,82.3,1242,0.3191,0.0779,4.7124,42.066640 -94.850351,120.7,270,7.2,0.15,ACRO,12,7.8,27,191,1024,47
2024-09-15,15:11:22.000,-40,-45,96,14,14.25,85.3,1266,0.3109,0.0691,4.7124,42.066640 -94.850461,126.8,270,7.3,0.12,ACRO,12,7.8,-13,187,1024,41
2024-09-15,15:11:23.000,-41,-44,96,14,14.24,87.5,1290,0.3049,0.0540,4.7124,42.066640 -94.850541,131.3,270,7.4,0.09,ACRO,12,7.8,-49,183,1024,32
2024-09-15,15:11:24.000,-42,-43,96,14,14.27,88.8,1315,0.3012,0.0342,4.7124,42.066640 -94.850590,134.1,270,7.5,0.05,ACRO,12,7.8,-73,181,1024,21
2024-09-15,15:11:25.000,-43,-42,96,14,14.30,89.3,1340,0.3000,0.0113,1.5708,42.066640 -94.850606,135.0,90,7.5,0.02,ACRO,12,7.8,-80,180,1024,7
2024-09-15,15:11:26.000,-44,-42,96,14,14.28,88.8,1364,0.3012,-0.0126,1.5708,42.066640 -94.850590,134.1,90,7.5,-0.02,ACRO,12,7.8,-67,181,1024,-8
2024-09-15,15:11:27.000,-44,-42,96,14,14.21,87.5,1389,0.3049,-0.0354,1.5708,42.066640 -94.850541,131.3,90,7.4,-0.05,ACRO,12,7.8,-37,183,1024,-21
2024-09-15,15:11:28.000,-44,-42,96,14,14.13,85.3,1412,0.3109,-0.0550,1.5708,42.066640 -94.850461,126.8,90,7.3,-0.09,ACRO,12,7.8,1,187,1024,-33
2024-09-15,15:11:29.000,-44,-43,96,14,14.09,82.3,1435,0.3191,-0.0697,1.5708,42.066640 -94.850351,120.7,90,7.2,-0.12,ACRO,12,7.8,40,191,1024,-42
2024-09-15,15:11:30.000,-44,-44,97,14,14.12,78.5,1457,0.3293,-0.0782,1.5708,42.066640 -94.850216,113.0,90,7.1,-0.15,ACRO,12,7.8,68,198,1024,-47
2024-09-15,15:11:31.000,-44,-45,97,14,14.19,74.1,1478,0.3412,-0.0797,1.5708,42.066640 -94.850056,104.1,90,6.9,-0.18,ACRO,12,7.8,80,205,1024,-48
2024-09-15,15:11:32.000,-43,-46,98,14,14.25,69.2,1497,0.3546,-0.0741,1.5708,42.066640 -94.849878,94.0,90,6.7,-0.20,ACRO,12,7.8,72,213,952,-44
2024-09-15,15:11:33.000,-42,-46,99,14,14.26,63.8,1515,0.3691,-0.0618,1.5708,42.066640 -94.849685,83.2,90,6.5,-0.22,ACRO,12,7.8,47,221,865,-37
2024-09-15,15:11:34.000,-41,-46,99,14,14.21,58.2,1531,0.3844,-0.0441,1.5708,42.066640 -94.849481,71.7,90,6.2,-0.23,ACRO,12,7.8,10,231,774,-26
2024-09-15,15:11:35.000,-40,-46,99,14,14.15,53.0,1546,-0.5000,0.0000,1.5708,42.066748 -94.848909,60.0,90,6.0,-0.23,ACRO,12,7.8,-29,-300,680,0
2024-09-15,15:11:36.000,-39,-46,99,14,14.11,51.5,1560,-0.4376,-0.1455,2.0062,42.066741 -94.848933,57.7,115,6.2,0.25,ACRO,12,7.8,-61,-263,661,-87
2024-09-15,15:11:37.000,-38,-45,99,14,14.12,49.9,1574,-0.3780,-0.2847,2.4227,42.066734 -94.848957,55.3,139,7.0,0.75,ACRO,12,7.8,-78,-227,643,-171
2024-09-15,15:11:38.000,-38,-44,99,14,14.17,48.4,1587,-0.3237,-0.4114,2.8019,42.066726 -94.848982,53.0,161,8.2,1.24,ACRO,12,7.8,-76,-194,624,-247
2024-09-15,15:11:39.000,-37,-42,99,14,14.20,47.0,1600,-0.2771,-0.5202,3.1272,42.066719 -94.849006,50.7,179,10.0,1.74,ACRO,12,7.8,-55,-166,605,-312
2024-09-15,15:11:40.000,-37,-41,99,14,14.18,45.6,1613,-0.2402,-0.6062,3.3846,42.066712 -94.849030,48.3,194,12.2,2.24,ACRO,12,7.8,-21,-144,587,-364
2024-09-15,15:11:41.000,-38,-41,99,14,14.11,44.3,1625,-0.2147,-0.6657,3.5627,42.066705 -94.849054,46.0,204,15.0,2.74,ACRO,12,7.8,19,-129,568,-399
2024-09-15,15:11:42.000,-38,-40,99,14,14.03,43.0,1637,-0.2016,-0.6962,3.6537,42.066698 -94.849079,43.7,209,18.2,3.24,ACRO,12,7.8,54,-121,549,-418
2024-09-15,15:11:43.000,-39,-40,99,14,13.98,41.9,1649,-0.2016,-0.6962,3.6537,42.066690 -94.849103,41.3,209,21.8,3.61,ACRO,12,7.8,76,-121,531,-418
2024-09-15,15:11:44.000,-40,-41,99,14,13.99,40.8,1660,-0.2147,-0.6657,3.5627,42.066683 -94.849127,39.0,204,25.0,3.24,ACRO,12,7.8,79,-129,512,-399
2024-09-15,15:11:45.000,-40,-42,100,14,14.04,39.8,1671,-0.2402,-0.6062,3.3846,42.066676 -94.849151,36.7,194,27.8,2.74,ACRO,12,7.8,63,-144,493,-364
2024-09-15,15:11:46.000,-41,-43,100,14,14.08,38.8,1682,-0.2771,-0.5202,3.1272,42.066669 -94.849176,34.3,179,30.0,2.24,ACRO,12,7.8,32,-166,475,-312
2024-09-15,15:11:47.000,-42,-44,100,14,14.06,37.9,1692,-0.3237,-0.4114,2.8019,42.066662 -94.849200,32.0,161,31.8,1.74,ACRO,12,7.8,-7,-194,456,-247
2024-09-15,15:11:48.000,-43,-45,100,14,13.98,37.1,1703,-0.3780,-0.2847,2.4227,42.066654 -94.849224,29.7,139,33.0,1.24,ACRO,12,7.8,-45,-227,437,-171
2024-09-15,15:11:49.000,-43,-46,100,14,13.90,36.3,1713,-0.4376,-0.1455,2.0062,42.066647 -94.849248,27.3,115,33.8,0.75,ACRO,12,7.8,-71,-263,419,-87
2024-09-15,15:11:50.000,-43,-46,100,14,13.88,27.5,1720,0.0000,0.0000,0.0000,42.066640 -94.849273,15.0,0,34.0,0.25,ACRO,12,7.8,-80,0,320,0
2024-09-15,15:11:51.000,-43,-46,100,14,13.89,26.9,1728,0.0000,0.0000,0.0000,42.066641 -94.849270,13.8,0,33.5,-0.46,ACRO,12,7.8,-69,0,311,0
2024-09-15,15:11:52.000,-42,-45,100,14,13.94,26.3,1735,0.0000,0.0000,0.0000,42.066643 -94.849267,12.7,0,32.2,-1.38,ACRO,12,7.8,-42,0,301,0
2024-09-15,15:11:53.000,-42,-44,100,14,13.97,25.8,1742,0.0000,0.0000,0.0000,42.066644 -94.849263,11.5,0,29.9,-2.29,ACRO,12,7.8,-4,0,292,0
2024-09-15,15:11:54.000,-41,-43,100,14,13.94,25.2,1749,0.0000,0.0000,0.0000,42.066646 -94.849260,10.3,0,26.7,-3.21,ACRO,12,7.8,35,0,283,0
2024-09-15,15:11:55.000,-40,-42,100,14,13.87,24.6,1756,0.0000,0.0000,0.0000,42.066647 -94.849257,9.2,0,22.5,-4.13,ACRO,12,7.8,65,0,273,0
2024-09-15,15:11:56.000,-39,-41,100,14,13.78,24.0,1763,0.0000,0.0000,0.0000,42.066649 -94.849254,8.0,0,17.5,-5.04,ACRO,12,7.8,79,0,264,0
2024-09-15,15:11:57.000,-38,-40,100,14,13.73,23.4,1769,0.0000,0.0000,0.0000,42.066650 -94.849251,6.8,0,12.5,-5.04,ACRO,12,7.8,74,0,255,0
2024-09-15,15:11:58.000,-38,-40,100,14,13.74,22.8,1776,0.0000,0.0000,0.0000,42.066652 -94.849248,5.7,0,8.3,-4.12,ACRO,12,7.8,51,0,245,0
2024-09-15,15:11:59.000,-37,-40,100,14,13.79,22.3,1782,0.0000,0.0000,0.0000,42.066653 -94.849245,4.5,0,5.1,-3.21,ACRO,12,7.8,15,0,236,0
2024-09-15,15:12:00.000,-37,-41,100,14,13.82,21.7,1788,0.0000,0.0000,0.0000,42.066655 -94.849242,3.3,0,2.8,-2.29,ACRO,12,7.8,-24,0,227,0
2024-09-15,15:12:01.000,-37,-42,100,14,13.79,21.1,1794,0.0000,0.0000,0.0000,42.066656 -94.849239,2.2,0,1.5,-1.38,ACRO,12,7.8,-58,0,217,0
2024-09-15,15:12:02.000,-37,-43,100,14,13.72,12.0,1797,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,-1.46,ACRO,12,7.8,-77,0,0,0
2024-09-15,15:12:03.000,-38,-45,100,14,13.62,12.0,1800,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,-78,0,0,0
2024-09-15,15:12:04.000,-39,-45,100,14,13.57,12.0,1804,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,-59,0,0,0
2024-09-15,15:12:05.000,-39,-46,100,14,13.58,12.0,1807,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,-26,0,0,0
2024-09-15,15:12:06.000,-40,-46,100,14,13.63,12.0,1810,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,13,0,0,0
2024-09-15,15:12:07.000,-41,-46,100,14,13.65,12.0,1814,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,50,0,0,0
2024-09-15,15:12:08.000,-42,-45,100,14,13.62,12.0,1817,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,74,0,0,0
2024-09-15,15:12:09.000,-43,-44,100,14,13.54,12.0,1820,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,80,0,0,0
2024-09-15,15:12:10.000,-43,-43,100,14,13.44,12.0,1824,0.0000,0.0000,0.0000,42.066658 -94.849236,0.0,0,0.0,0.00,ACRO,12,7.8,66,0,0,0
